Day,series-1,series-2,series-3,series-4,series-5,series-6,series-7,series-8,series-9,series-10,series-11,series-12,series-13,series-14,series-15,series-16,series-17,series-18,series-19,series-20,series-21,series-22,series-23,series-24,series-25,series-26,series-27,series-28,series-29,series-30,series-31,series-32,series-33,series-34,series-35,series-36,series-37,series-38,series-39,series-40,series-41,series-42,series-43,series-44,series-45,series-46,series-47,series-48,series-49,series-50,series-51,series-52,series-53,series-54,series-55,series-56,series-57,series-58,series-59,series-60,series-61,series-62,series-63,series-64,series-65,series-66,series-67,series-68,series-69,series-70,series-71,series-72,series-73,series-74,series-75,series-76,series-77,series-78,series-79,series-80,series-81,series-82,series-83,series-84,series-85,series-86,series-87,series-88,series-89,series-90
2016-03-19,1638468,1495928,1556909,1352708,1603157,1407219,1403711,1327795,1342344,1212960,539034,548345,589985,644578,482293,454987,3555477,460727,476993,624146,574814,386204,403990,302112,1914706,487047,346189,311219,350298,334981,363302,3278186,399392,358792,723113,551348,448126,390347,412698,360605,97376,42919,61649,50749,199324,97729,38266,44684,40583,32230,603859,574727,634544,525934,509291,517037,500981,752299,523478,1846580,858437,966478,955266,694592,846169,812893,909322,815009,910248,761129,254641,234261,373284,297080,400111,239223,298725,447638,287274,298058,11224,23474,5588,6602,17961,10617,10911,12486,5385,10034
2016-03-20,1817561,1732021,1536204,1672626,1459815,1583885,1364126,1538445,1542147,1407825,601741,587493,567335,685195,701735,486463,3755570,538462,518629,927320,599203,426298,515001,354927,1989276,745892,401708,351039,422027,433800,429599,3486147,438343,450764,961184,530451,537501,506338,534538,435565,89830,43914,52712,48225,170675,99222,38552,46767,38496,34263,632578,613280,681801,585655,510359,543797,547172,658713,526210,1865119,798314,768795,1168045,758760,918862,885684,941234,823948,1000205,735562,273667,270380,342811,303271,395997,245251,391723,396590,285092,326811,12545,23157,5606,6809,18171,11740,11700,13407,6297,9149
2016-03-21,1775858,1523415,1574224,1506792,1806357,1574322,1316924,1494006,1493305,1400060,674352,665076,740353,812525,610804,524035,3776505,684689,601360,761418,617343,372828,433255,327059,1995044,675757,397609,342960,407375,359524,420266,3614142,545026,366452,958278,469440,437810,460919,645907,390774,84725,54382,54475,51321,206820,112877,40544,49409,38484,36229,615950,545554,651761,573828,481388,492678,495546,631572,568724,2000353,842342,763704,903892,874743,800688,762889,970926,775002,913302,761549,240634,236409,295947,276819,360337,227714,328203,351674,258557,235347,13720,27280,8155,8115,20037,13866,13963,15379,7091,10753
2016-03-22,1798383,1533970,1558399,1354503,1182206,1363864,1563716,1822108,1462344,1229043,656881,655505,874525,851017,582950,518350,3961482,557250,611500,765654,502629,341887,435684,304629,1947480,580890,315506,308440,357830,317388,385711,3553807,432529,323287,882340,419110,394379,443653,513343,363567,75415,105607,54901,55464,252966,125383,40694,46265,39620,39781,1041045,535160,615656,779817,502053,513075,501935,712149,760156,1946450,665213,661388,616704,626853,1262118,917515,946397,605738,850742,595040,229829,224084,283661,286886,322561,215274,263740,360619,241237,202327,15098,23620,8927,8947,17166,14220,16999,15230,6851,20305
2016-03-23,1625660,1406959,1486778,1387324,1288581,1359194,1329943,1494641,1287751,1174550,607487,641197,652280,742217,544865,470318,3705092,549589,551966,665715,2383475,359930,478334,325125,1909612,613501,344741,318002,380443,330785,419339,3517598,500317,340115,1088334,488837,404162,449816,480883,353662,79443,47641,54243,63858,178848,129750,39269,48087,38708,66316,519531,505260,592968,724336,489357,476837,469699,616589,554306,1710106,719907,640900,618006,692359,623384,716053,989983,594759,755412,581638,226891,209350,291152,310720,315779,215527,247785,362913,247447,212657,13762,26368,7000,8842,15867,13122,13781,15782,6911,12732
2016-03-24,1570742,1806485,1338282,1359907,1312754,1950734,1284739,1488888,1268019,1253899,636876,588899,653845,673349,513029,478343,3614788,1020239,523460,604631,783109,430538,511111,327298,1891986,599535,327687,320291,371471,351614,428790,3530147,448717,311991,1138707,512696,622294,443650,631829,363593,86494,68768,52819,63082,176243,143587,39891,45965,39455,35136,577066,524071,620884,500619,517793,499260,486943,609809,587300,1837556,725022,607893,698194,745778,597905,614760,914028,542310,712375,545512,231460,200165,280912,296222,293109,220299,324328,385839,361068,250607,13770,26520,6986,8200,14768,12640,13895,15098,6579,12649
2016-03-25,1831882,2020738,1435469,1510365,1159543,1752558,1351805,1428763,1334830,1310411,720472,649501,620313,686310,535109,537396,3723417,776106,539180,614765,565112,356216,445325,322243,1843315,588428,323636,314066,413322,316520,575395,3579303,1167564,593665,1163144,781505,893310,687570,938983,582907,84005,48750,80198,51820,150289,132227,36421,88304,39109,67096,553919,519566,658364,518704,489522,524322,482746,608658,580674,1755348,676972,803904,668173,654567,625368,677439,943374,674222,757880,615533,235554,204973,330429,319121,287545,276294,282008,415553,273769,206533,11841,24131,6194,7723,14031,11975,13086,15298,6252,11071
2016-03-26,1783159,1619885,1384062,1568381,1169792,1745621,1428722,1440033,1382685,1364165,764683,676973,637296,735509,583203,527648,3643983,714034,583595,639645,543014,342621,388485,301943,1773084,553927,376951,297962,368897,314368,455531,3361631,507501,396530,775623,499660,527356,401508,483663,384020,83956,43745,103271,46016,130899,122873,34858,114553,40748,104005,557852,513026,728205,604668,468912,628002,489123,638013,550901,1695181,757850,981464,659172,661615,662991,710500,887471,759028,815888,580705,246723,220563,354580,347847,294544,271594,275186,420778,296376,255284,10693,20265,5619,6692,19956,10267,11705,17212,5784,10266
2016-03-27,1933923,1616513,1424726,1585513,1269014,1754297,1483697,1526990,1537371,1526247,833213,794174,716738,824510,697165,595525,3864198,713083,644088,721071,592372,433513,463810,342173,1830140,582402,485159,404295,467547,389706,617391,3406572,525057,573692,833359,551485,605728,571679,641842,529581,79816,42285,72953,54045,134651,127067,35967,73781,40742,60920,582723,586995,685998,653599,581378,548904,524550,633266,583341,1751968,724896,914833,750895,792050,759680,726937,1049641,820694,982905,627524,266370,242248,370657,339754,319546,315411,288726,427532,305182,210697,10897,20702,5850,6914,14557,10994,11317,16472,5449,10230
2016-03-28,1867931,1634077,1521505,1564001,1253453,1790892,1531107,1628008,1675101,1516092,893214,924746,827543,1021652,1232116,712798,4124255,723745,756648,805471,813691,486590,497003,365484,1999651,718632,436796,407065,462078,416307,518998,3570841,653046,594706,873802,848137,569793,570323,598692,506305,182508,49481,89182,58763,161700,146384,40502,79673,46825,83987,537323,515821,630376,633147,498173,540299,506665,617098,542916,2136237,775561,771690,646821,923735,706466,689365,1000566,688007,1000037,582718,251654,228050,347235,331966,296031,260117,260802,360594,262452,267621,13256,24094,7154,8174,14991,12836,15454,18375,6999,12640
2016-03-29,2362813,1684760,1420725,1432129,1182008,1605802,1385381,1786458,1484357,1349205,864596,925452,773005,1071431,825625,788516,4173538,737011,753326,847944,576426,419690,409835,371670,1910667,569413,380770,396022,418205,502392,494491,3796518,483420,508452,918909,603811,515668,430556,612998,601895,178102,51731,73353,56885,231669,153006,42506,66596,44981,63724,519805,494949,603011,551931,491977,501215,494827,596320,527970,2037049,783030,658393,580884,681075,685894,640429,914299,630112,785866,628266,230982,219369,295080,320450,294120,221457,242887,352121,250305,222058,15017,28783,7653,9283,15879,14111,15380,19153,7687,12281
2016-03-30,2293368,1476388,1340391,1363519,1189504,1570650,1421535,1428337,1316631,1212919,965754,885176,764139,1104118,822694,741943,4227205,823958,770479,899935,609206,488777,460256,389069,1907245,569540,449192,325152,386145,444061,418950,3589606,459605,387871,881003,534001,762088,406502,505423,411653,175196,51321,57072,65969,253480,157795,69253,53462,44603,40597,503324,481560,556955,491503,446357,471982,488262,598376,551352,1790070,675219,690739,678656,629367,769608,725117,868622,674626,680460,558474,237875,215090,311766,335642,297734,221940,237269,369431,241108,364475,19427,31406,9578,10324,37301,17022,18609,17420,12963,13935
2016-03-31,1792171,1512990,1378122,1277355,1154148,1445802,1339411,1345828,1327044,1130238,804240,904985,821642,1076656,822507,681826,4156002,722828,737654,782264,585647,405505,458186,365794,1912115,584541,338498,297924,379793,359790,379729,3492339,440359,394905,848291,488089,381179,396372,408013,400179,134820,52597,57094,67960,249157,150989,43510,49809,51343,44452,506758,528357,531888,477958,455434,451824,503394,665795,528555,2412168,688278,591425,651138,590731,666411,728837,923136,734127,634382,569396,215120,210447,264995,331701,283462,202315,234780,403588,229776,233522,22336,43915,9694,11598,57007,16421,17481,16848,12323,16019
2016-04-01,1581718,1447822,1315082,1285017,1150448,1413211,1501988,1291641,1267450,1177327,663118,761923,599741,948187,684659,561160,3978800,635247,614688,708071,535983,348159,455144,309101,1820837,555599,302389,271530,354448,338041,423686,3762913,589403,419647,820270,522034,400255,514387,501512,368746,100671,51511,57591,66522,201786,143102,41657,81385,58013,38970,487648,738746,523152,452356,458656,454317,494782,588652,494601,1655737,990397,841887,613521,592523,639006,691834,1209800,865769,683002,1169541,265495,218761,288390,330996,285668,242477,266157,491431,230217,277533,22286,36355,8448,9244,60103,16885,17938,16845,10876,16509
2016-04-02,1965326,1541112,1666164,1607724,1309880,1730563,1847301,1501101,1604849,1514328,588064,709569,510032,808583,659141,521732,3753704,593820,566310,594063,593846,356229,392109,335590,1813076,577147,373406,317582,354776,325954,338454,3350105,375783,388949,809370,440369,387015,354372,391704,352837,91600,47523,69227,54180,186626,130476,37141,79759,50548,35182,548033,720460,631745,582012,529857,666813,579160,707754,527937,1703794,771954,783992,685033,674338,782309,803649,995362,872129,916975,786216,270742,260318,348893,319100,322113,256082,294666,506450,1424819,251075,16223,24962,6635,7660,32915,15169,12804,12440,9854,10984
2016-04-03,2194138,1728673,1834739,1789343,1600017,1991267,1996285,1791357,1905578,1758829,675263,818529,658580,940210,719353,581366,3914259,641169,657119,697563,760485,384417,418753,335153,1863396,600078,350950,333450,368865,362112,466550,3393850,443796,508506,881830,501661,456495,433666,426807,429494,88210,49642,54167,57907,158832,180477,37987,52603,52679,37131,644433,715467,675263,640695,570422,687385,939891,728068,526339,1862687,930548,843008,876750,807430,827590,833727,1109029,1017288,1019361,727704,370238,331039,391129,352345,348293,274184,331462,465665,313358,245410,14762,32294,12470,8664,22464,17906,17586,17666,10352,28601
2016-04-04,1995612,1707831,2086946,1706901,1798923,2235184,1742930,1619424,2358524,1651073,814082,930277,806244,1175070,904076,679157,4186930,758323,902063,809356,652694,440596,491669,332166,1887618,593232,409311,345697,422337,351185,478317,3671092,486140,404885,1101705,528215,403820,410919,532549,473535,87598,52559,54974,61674,200927,151840,42872,50696,54208,39859,592352,619172,610423,634189,600936,644249,568968,694831,501106,1830274,851571,846353,795670,818654,770472,786777,1074173,869411,768061,604800,322842,295363,359918,403870,354214,289310,342707,478996,463050,297177,21180,39270,11519,11067,61350,16785,20136,19767,13236,14500
2016-04-05,2020950,1758776,1884970,1642922,1621715,2116103,1597436,1672866,2070645,1579174,862771,968339,841655,1436047,910359,733573,3759435,854090,865704,852756,633838,463696,515186,418381,1865925,559899,400184,323050,375007,335268,443443,3840921,416047,362834,1059277,522800,403820,449480,726265,433120,89205,52187,58853,63106,220458,154000,42360,57054,50259,38650,577741,588987,650042,669849,546747,532308,575509,626187,528029,1770382,735725,665929,637723,824904,697902,659189,1017579,812773,690283,590545,277319,270931,336445,454632,379267,252713,313356,483066,547587,309633,23992,53785,17251,12277,70276,23594,21872,22034,18375,26752
2016-04-06,2144653,1664554,1913997,1526262,2023924,1969282,1541572,1545016,1730588,1421509,929583,999980,859184,1359266,896774,781573,3872054,815031,932100,877108,582607,451364,498049,312279,1857805,530293,350973,315377,363818,331956,410712,3613564,396059,371034,989022,524878,398410,438800,563797,402458,93320,149605,64898,61344,228053,163319,49998,56983,54608,39023,528922,557648,566736,571174,509012,465360,541536,545735,722272,1873029,731745,629271,570939,793823,696586,709566,957060,939631,735439,821968,259498,233980,292000,303545,345572,211720,282732,549296,528679,255747,17928,34384,12028,10625,31908,14685,21534,19009,9279,13855
2016-04-07,1624781,1381184,1550157,1249218,2336857,1648163,1214785,1400668,1315606,1117541,887371,988179,824003,1331974,835424,779149,3786610,786979,806165,858853,494865,371630,428021,312000,1888716,549545,318180,365345,338219,339480,370338,3551463,416470,423647,1035321,480097,408444,460151,543830,405518,83428,103068,59424,58024,213092,155560,41447,52245,48383,38785,512025,551336,578118,537539,491272,485178,536922,583341,579523,1792265,917157,708911,718424,752353,713044,729118,1096750,806039,827670,611273,236655,235129,278151,283636,329721,200575,277644,501919,354527,240460,16772,31352,11455,10193,27566,14720,56339,18922,10813,14485
2016-04-08,1643752,1552232,1626641,1209708,1409693,1608440,1196970,1314858,1276158,1155221,704523,777512,649477,1080043,716495,609685,3540883,680370,676893,740152,533575,421163,392767,310742,1801294,491720,304641,339196,354044,304617,379685,3554480,702667,493424,901997,455969,396375,504293,925501,413835,83967,86439,57884,60278,213732,146897,39945,49399,42149,36281,469766,479359,527792,494619,485291,443308,501388,524026,486850,1718578,667166,600070,651441,856661,686089,765931,1141510,692714,859074,558298,291480,287487,487984,341581,321249,263097,304650,478503,339068,286306,22461,46184,13764,10949,73168,15444,21611,20965,14779,13647
2016-04-09,1534086,1419256,1611505,1293380,1237749,1597232,1307762,1345940,1384376,1223950,580925,641706,536921,816563,558970,490306,3284931,561458,545981,587759,490623,349952,385182,290550,1762495,471348,326264,311210,323175,336039,340754,3341763,371458,346183,708624,418717,362559,485834,600084,338494,89287,74811,52552,53880,199162,129426,40964,46545,36000,33113,471400,544084,555135,489791,450777,445630,475303,522935,423061,1547889,724318,793257,758288,835506,1222868,848646,1080459,813149,1081825,738104,297755,296317,473813,339860,367834,242179,357170,478292,292430,247309,34186,91136,18562,14185,147474,27336,23634,24715,29258,21813
2016-04-10,1754420,2026778,1925834,1624309,1496801,1781684,1399797,1552112,2092051,1669391,723289,833179,662290,1022115,687895,630764,3495440,691687,670160,702217,554884,438288,387949,316663,1760921,552841,349982,437548,410487,367088,483481,3552632,499589,421002,850202,572411,421770,574055,743537,484915,86860,68058,52340,54303,201676,135762,39497,45959,38435,33749,529374,565019,604168,571735,511880,489357,688332,605989,529941,2083956,808301,890251,825819,900425,782634,938208,1134554,959078,1640203,678299,298148,315662,437436,362155,413416,248108,367333,488448,295851,252900,37460,250540,18226,12353,223463,20867,22754,24581,32709,26481
2016-04-11,1736170,2049218,1620937,1378887,1405198,1839336,1557699,1426989,1812879,1559864,877491,1051086,845631,1376389,807807,924922,3719722,918870,821568,836874,575942,445392,441101,321815,1885202,637135,334483,363492,365616,390553,394486,3591721,454438,433358,935313,488506,407907,567615,605136,403487,83015,74050,54290,55591,227926,154224,43892,54805,40136,35572,523868,531854,599342,585722,492886,472199,551316,724401,517010,1726584,644434,801580,651451,652195,659525,721935,1130165,722103,872507,543065,270473,266289,349483,324152,348777,217130,282668,429153,256121,255949,18128,32912,12260,10907,35786,14371,20231,20413,9986,14462
2016-04-12,1501488,1726397,1488151,1348430,1241467,1609443,1295230,1366069,1853047,1291833,896929,995569,940093,1304978,815213,748034,3735029,771479,817924,836149,582621,405814,390784,337466,1877451,553872,407656,340799,355876,356466,400740,3770174,468240,370562,1035925,465837,493091,480369,530315,461547,81114,72744,54326,52184,255764,152328,44845,48176,43819,36452,491918,540080,609468,775713,524643,440502,590691,562018,531157,2298133,583333,606439,767282,682108,594702,634532,1062652,695395,745628,578824,250219,245464,325285,296530,343029,216419,263109,367143,249885,257537,18523,36227,12040,10455,50041,14445,18137,18913,9513,14535
